book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
596,31,1,26273,429,6,1,2004,53,2
958,221,6,20989,466,6,49,2004,116,1
2601,118,7,24058,648,4,20,2003,20,3
1547,348,3,10154,343,5,31,2008,86,7
2854,419,6,13726,455,3,47,2009,102,3
312,127,3,27651,328,6,34,2012,174,6
1091,5,1,2059,122,6,34,2007,88,4
200,333,6,12031,473,5,36,2019,126,6
462,418,1,10505,450,8,34,2006,32,5
2320,401,2,17403,139,8,44,2003,42,4
1307,53,5,13165,137,4,2,2009,85,6
162,102,10,9781,257,1,34,2021,126,2
1097,221,6,1322,274,7,37,2016,157,2
2310,333,1,10699,291,9,14,2010,81,5
1829,9,10,13513,567,8,22,2008,132,7
953,394,10,5039,160,8,22,2019,160,1
1338,311,5,15280,597,5,27,2009,165,2
1235,242,1,16707,383,4,26,2000,83,1
2383,225,4,17847,648,2,47,2006,199,7
61,394,4,20988,161,3,27,2011,93,5
77,159,10,9456,618,3,27,2003,194,5
2338,10,10,4428,193,3,46,2018,200,3
2091,359,4,3658,663,8,43,2011,147,3
550,184,8,18160,236,3,50,2003,169,3
1871,430,2,3486,612,7,33,2013,66,6
656,291,10,15390,621,4,27,2009,190,7
1512,350,8,1147,341,10,10,2007,113,4
1454,133,10,2071,159,9,25,2005,102,6
4,360,9,12542,109,9,15,2017,15,7
607,168,8,11385,302,4,19,2016,190,6
112,272,7,15502,528,4,41,2013,85,7
1338,413,6,15391,482,3,14,2015,16,2
2645,192,5,27949,295,6,13,2015,194,4
1730,359,7,8985,649,2,26,2014,195,4
1919,345,2,15309,228,7,47,2014,93,6
974,117,6,18677,128,10,25,2013,53,4
2178,269,4,14405,530,7,30,2009,182,3
1538,158,2,23458,527,4,12,2007,83,3
281,104,2,15061,561,10,44,2021,142,2
2606,356,5,14844,356,1,3,2016,118,7
100,426,8,27154,164,2,26,2006,81,1
2315,376,6,17982,203,5,11,2011,114,7
2464,289,10,23949,197,9,5,2016,52,5
923,145,10,23968,338,4,29,2004,24,6
2288,415,2,13960,417,5,6,2018,189,1
1854,361,5,1780,435,5,8,2002,11,2
1337,20,5,14587,680,1,49,2020,14,4
2749,249,8,13183,411,10,47,2011,192,5
787,367,10,12433,360,6,27,2007,105,2
2887,321,1,6942,221,8,13,2013,69,5
2971,335,2,12372,142,4,46,2012,25,2
997,437,9,12421,83,2,48,2007,172,3
865,372,3,3457,251,2,24,2007,83,2
232,390,2,1377,254,3,49,2001,125,6
2590,431,1,16407,597,7,29,2018,47,1
2064,414,6,24815,485,7,46,2016,141,4
1811,36,3,10358,646,8,7,2018,110,1
2756,212,6,7732,677,3,33,2012,143,6
1633,4,3,17827,543,3,4,2009,97,2
2619,198,9,26801,317,5,44,2020,148,2
1413,350,9,481,513,1,16,2007,148,7
115,103,5,12570,601,10,34,2020,50,6
116,205,8,25141,312,5,10,2002,108,1
1114,9,6,3248,461,8,4,2016,24,4
1,10,7,19353,112,10,36,2014,73,6
2922,44,10,6110,393,6,20,2005,40,7
1469,132,10,12478,694,8,14,2007,44,3
1068,422,7,12923,427,10,22,2008,32,6
2169,397,7,3521,508,8,4,2008,100,1
2647,117,5,9043,414,10,28,2000,114,4
1619,437,10,4379,255,4,49,2017,7,3
1056,203,2,10253,584,10,30,2018,37,1
1353,298,6,4704,593,4,31,2021,155,2
617,299,3,19880,507,7,7,2015,69,1
1859,395,7,29087,446,3,27,2008,53,3
2636,223,2,18087,380,8,38,2010,26,3
2574,396,7,25800,196,3,18,2009,138,6
1687,303,2,24461,430,8,16,2018,47,2
1201,115,4,14536,341,6,32,2010,175,5
1376,112,4,10106,538,10,31,2019,110,6
1016,282,10,2600,297,9,35,2006,142,7
2937,433,5,7464,377,10,24,2005,170,1
396,446,9,6919,295,3,22,2007,43,7
603,426,8,4025,91,4,27,2005,13,6
1526,74,6,17499,608,9,34,2006,196,5
1836,316,1,18193,632,6,48,2005,55,2
2494,378,8,16330,637,3,50,2005,100,1
2565,406,8,2513,144,1,3,2007,60,4
2000,188,9,12589,226,4,43,2009,62,4
1494,25,6,4822,580,6,38,2017,155,6
1686,295,8,27165,237,6,12,2005,24,7
2646,235,3,523,492,1,48,2018,163,5
2386,253,5,11124,665,3,16,2008,92,1
1655,58,1,7701,169,2,26,2021,182,5
2460,148,5,14034,590,9,9,2011,183,1
2460,198,9,8411,250,5,6,2009,124,2
1452,419,1,4860,414,10,2,2013,44,2
1695,208,7,9996,109,2,31,2017,34,6
695,402,4,28874,149,6,19,2018,123,5
1893,222,1,3638,213,5,35,2011,32,3
2226,210,4,8306,335,4,14,2015,57,2
2919,241,10,25054,568,8,14,2017,134,4
2589,285,9,3652,171,9,38,2003,161,7
2783,280,7,22218,555,4,2,2016,154,2
273,308,7,4910,171,6,39,2003,135,1
19,194,8,27732,644,2,26,2012,42,1
2238,362,1,8186,385,2,16,2015,153,4
932,134,2,21979,355,7,20,2021,130,1
676,399,4,18972,694,1,47,2013,11,3
1634,48,2,18488,201,2,37,2006,94,6
1286,424,7,13362,226,8,37,2001,185,1
1774,350,1,28184,516,8,25,2008,168,3
2066,310,5,10495,172,9,45,2014,130,6
1690,159,7,15296,582,9,7,2003,91,3
1600,363,1,5328,76,5,45,2021,97,4
2120,259,1,14017,481,5,27,2004,41,3
2533,363,2,13735,643,2,45,2004,5,7
1456,299,8,18869,437,7,25,2006,181,4
818,274,9,12047,619,2,42,2015,145,7
1498,122,6,4769,389,6,12,2019,85,2
1578,47,5,24013,608,7,24,2000,64,6
962,61,2,11701,472,9,4,2013,82,5
27,268,6,22129,384,8,15,2020,189,1
2051,351,6,3739,632,4,3,2002,177,1
495,440,1,28253,417,10,7,2015,162,4
626,359,4,5388,320,3,8,2021,195,3
1099,244,8,10900,539,10,29,2009,146,6
324,309,4,26284,111,4,14,2021,113,1
882,365,4,6803,111,3,33,2011,183,5
904,85,9,20702,256,6,4,2012,73,3
441,98,6,2748,317,2,39,2019,69,1
2725,159,5,15252,263,9,3,2000,132,6
1882,376,9,1203,271,9,41,2019,10,2
2304,175,6,6412,257,9,7,2018,55,7
280,404,3,20513,195,9,46,2018,167,5
954,222,3,8231,500,1,1,2020,177,5
1187,76,1,16658,604,1,29,2018,199,1
2287,161,1,24639,167,7,38,2011,36,5
2130,64,4,1116,558,7,4,2005,104,6
2998,59,9,19762,561,6,47,2011,52,7
2435,245,5,29819,103,7,3,2015,13,6
96,269,7,9753,500,10,36,2017,152,1
1033,233,9,18450,141,6,11,2015,147,5
678,27,2,12332,360,3,16,2015,153,3
2368,5,10,29246,480,9,36,2014,41,7
377,121,8,26341,332,5,46,2000,5,4
109,342,5,29294,285,8,48,2018,132,1
1911,145,1,5246,605,10,36,2020,76,4
456,253,7,18468,360,7,25,2020,91,3
1325,441,8,11811,543,7,25,2000,117,2
431,56,4,13839,362,1,34,2017,129,1
1930,370,10,17254,334,7,22,2018,109,7
2679,174,4,25051,117,1,49,2013,113,4
1812,287,10,6226,256,10,49,2017,135,5
2287,42,1,27768,688,6,18,2020,113,1
2947,242,9,4248,512,7,41,2018,47,2
1368,56,6,11392,149,10,41,2004,72,4
332,197,10,26413,545,1,5,2018,119,7
726,70,6,28503,378,1,18,2002,185,4
2832,343,1,23070,100,10,31,2013,156,6
755,339,9,139,225,4,11,2018,25,1
111,260,4,20719,404,7,42,2015,25,4
1728,443,3,833,372,5,2,2008,116,2
1590,441,4,25968,597,4,46,2009,104,5
816,53,8,4986,332,6,44,2002,51,1
1757,283,10,19509,328,6,33,2004,6,4
774,2,1,15747,368,5,47,2010,29,5
1928,359,2,10256,638,1,15,2011,10,7
2531,271,6,19450,100,6,32,2021,78,5
2725,94,10,947,123,9,20,2013,17,6
88,260,1,26212,668,9,4,2017,198,3
1887,418,4,18918,536,7,34,2001,144,4
600,158,8,25153,600,2,8,2006,67,7
1371,303,7,762,125,2,28,2010,165,2
39,330,7,25357,193,8,5,2007,81,5
249,340,8,518,508,10,3,2001,67,1
2175,150,9,28067,564,5,42,2003,149,4
801,90,2,27511,199,5,34,2019,122,5
2959,145,9,7055,279,8,21,2019,69,3
2330,408,4,9853,301,4,33,2012,137,6
214,288,6,28361,230,10,19,2017,49,3
2032,84,3,13312,422,10,4,2013,67,2
1262,232,1,28786,686,6,46,2019,142,6
1185,129,9,26700,475,3,20,2013,176,3
78,291,10,16139,405,4,8,2001,96,3
322,8,3,16522,265,10,36,2003,12,5
1889,142,2,22193,140,8,25,2006,90,4
426,108,3,28428,483,2,50,2013,49,5
1505,387,4,276,414,3,29,2019,124,3
1175,94,5,18209,582,4,23,2005,158,7
2183,122,1,29434,85,9,38,2010,48,4
1047,211,9,25666,358,10,20,2003,149,7
1815,217,1,9271,236,2,1,2019,186,6
2051,274,10,23580,148,4,21,2002,119,2
2911,42,9,26424,518,8,11,2000,194,6
2114,141,2,21988,357,5,43,2004,165,4
1176,71,7,27624,236,4,3,2009,64,6
1990,404,9,2773,602,6,46,2010,146,6
927,311,1,9606,466,3,48,2010,162,7
1029,252,2,5895,668,9,28,2004,121,2
1834,302,3,27515,114,8,14,2011,50,4
1658,359,9,18332,208,4,30,2016,138,6
2816,44,10,10037,487,5,44,2018,91,2
438,200,1,13612,271,2,13,2008,64,1
973,434,9,17568,473,2,13,2016,33,3
1115,172,10,28227,375,3,24,2009,171,5
2669,386,3,5562,559,6,20,2017,161,3
1590,53,3,1203,488,6,48,2009,35,7
2147,298,9,13987,112,9,6,2015,39,1
799,285,6,143,183,4,36,2013,51,4
374,444,8,2208,341,4,9,2004,162,2
2294,195,8,18373,381,9,39,2002,156,2
2674,423,5,9059,667,6,25,2016,179,4
107,10,5,15592,677,10,38,2008,182,7
1659,94,9,4375,255,7,46,2002,129,3
2691,102,7,27624,625,2,25,2005,56,5
213,175,10,24542,489,2,38,2016,142,3
1730,15,5,12534,229,6,14,2020,56,3
1670,170,1,27201,645,7,5,2007,21,4
1385,236,8,11970,272,10,13,2000,133,4
2289,313,10,6869,510,9,13,2019,58,2
384,27,2,25964,598,7,36,2000,143,7
2681,249,9,11381,530,4,44,2002,76,2
2165,300,7,16819,273,6,25,2000,188,7
733,269,8,26776,451,2,41,2004,42,5
2190,168,4,17764,481,8,16,2012,174,4
659,202,10,2213,526,5,7,2021,34,7
1780,322,5,13531,116,4,26,2005,177,2
5,379,8,25114,572,7,4,2021,164,1
2591,150,4,15226,609,3,36,2015,42,7
1033,387,9,12751,538,4,5,2006,11,1
99,151,4,18343,89,4,9,2011,150,3
916,95,2,4783,532,3,24,2020,101,4
2881,70,5,15125,691,9,4,2013,55,1
799,381,7,13650,642,9,40,2000,65,3
309,116,9,21925,391,8,8,2003,23,1
1855,380,2,908,108,8,15,2007,39,3
2275,412,1,18837,465,1,14,2006,198,4
2605,353,3,26980,519,2,16,2021,124,5
150,170,9,2185,326,1,47,2004,196,7
2465,326,9,24992,421,5,46,2005,150,6
1998,175,4,20751,277,3,2,2021,101,1
1789,422,9,11829,427,7,9,2020,81,1
1326,82,5,3160,277,4,13,2011,3,2
44,37,9,10748,209,6,18,2017,86,1
1141,319,9,4341,252,9,27,2015,149,1
2705,18,10,12625,614,7,19,2003,64,3
450,104,6,10728,113,7,49,2014,167,1
2243,377,1,7505,631,9,15,2004,127,3
1626,71,3,20560,356,9,39,2005,44,6
133,148,3,21635,584,8,20,2015,172,4
2573,295,3,10430,523,2,18,2006,102,5
1996,410,7,27617,297,1,44,2021,172,2
549,279,1,20896,555,5,19,2020,141,4
1587,135,9,27190,167,3,9,2001,67,1
34,408,3,3350,675,2,26,2021,158,1
493,409,1,6724,170,2,32,2018,188,2
2844,307,1,11381,327,5,25,2001,177,1
1012,26,8,13047,213,6,39,2021,183,3
2329,185,4,5770,78,10,43,2006,66,5
1258,359,5,29624,359,3,43,2012,125,7
538,143,9,20712,566,7,27,2010,8,1
840,34,6,6608,454,5,2,2002,169,2
1337,131,3,21199,695,3,24,2011,82,5
1032,251,10,23240,122,6,35,2012,23,6
2498,32,7,22561,419,7,18,2015,4,2
1657,296,3,12923,651,9,21,2004,117,7
2768,46,3,4343,587,5,11,2019,55,6
2928,130,2,9496,680,8,36,2015,10,2
2935,404,9,18095,461,7,10,2014,50,2
257,190,6,10375,462,10,21,2012,134,2
2756,165,5,25334,446,10,1,2015,81,3
1425,433,1,18547,608,6,47,2009,124,5
2964,314,3,23792,683,2,46,2021,101,3
2239,30,6,26884,236,2,4,2012,106,6
2726,161,7,11464,408,4,21,2002,197,3
596,321,9,25206,138,7,25,2008,134,1
2955,408,7,5930,164,1,16,2011,19,7
924,331,9,1791,149,4,13,2004,107,6
2709,404,2,8275,551,3,47,2019,52,3
356,108,2,2993,226,6,46,2008,81,5
357,412,1,22672,326,7,21,2020,102,2
2508,101,8,10983,475,1,45,2012,173,4
35,262,10,13175,669,5,27,2005,190,5
442,156,3,7465,219,7,16,2011,183,3
1529,213,3,8382,615,2,48,2018,174,2
1253,429,8,27282,172,5,12,2011,128,7
1870,252,2,17320,383,3,36,2006,81,6
2005,48,4,2064,233,6,27,2001,37,7
2063,100,10,6030,194,4,48,2000,106,6
915,113,1,24799,449,4,5,2000,186,3
2222,416,5,17284,618,7,33,2010,163,3
2027,178,1,4510,296,7,24,2015,110,1
59,357,2,885,563,2,29,2013,136,2
2546,135,9,26379,323,2,15,2011,109,7
2666,413,9,23594,482,8,6,2005,137,6
764,315,6,5871,451,10,34,2006,146,5
1972,410,5,20378,161,10,8,2000,63,7
2652,241,10,464,547,4,29,2016,30,2
459,376,2,12263,265,4,7,2015,135,5
1662,34,3,20885,665,2,23,2006,9,3
1529,261,9,9177,199,1,22,2012,35,1
1969,138,3,11946,341,10,31,2003,147,6
671,418,3,18346,132,5,50,2001,30,2
1879,150,4,17234,659,10,31,2008,173,7
1497,71,9,28765,205,2,18,2004,97,5
2672,439,2,15374,566,2,17,2009,87,2
2834,448,3,24085,598,10,22,2021,119,4
1647,369,2,24662,572,8,27,2020,161,6
1549,390,7,23761,211,1,37,2005,126,3
1669,409,10,4696,477,9,46,2001,20,3
2157,69,5,7721,90,6,47,2007,176,7
1120,326,4,26117,580,2,21,2003,94,5
520,353,3,14643,400,7,23,2011,68,5
2570,387,8,20719,430,6,42,2013,90,1
973,234,10,27142,168,10,22,2011,7,1
1807,228,1,22170,164,2,50,2012,196,6
2597,420,3,20387,384,5,46,2005,57,2
2739,215,4,27138,599,3,13,2006,121,7
286,222,2,16497,536,10,41,2002,100,1
1220,378,6,9418,168,1,1,2004,24,3
1223,220,3,12002,87,5,29,2014,107,4
219,250,10,25981,551,4,24,2013,75,5
1014,144,1,29670,330,9,28,2021,7,5
1055,156,4,20165,301,10,26,2002,96,3
86,400,10,24840,182,9,1,2012,186,6
128,442,7,26532,525,2,50,2018,17,6
1482,253,10,7166,89,3,31,2015,173,5
17,360,10,4224,642,4,15,2000,57,5
2683,377,7,10269,459,3,44,2021,116,4
1517,23,4,1585,130,5,18,2010,191,1
861,41,9,13558,152,6,42,2002,108,7
2310,427,3,15304,533,9,8,2018,82,1
541,447,3,7774,349,4,25,2013,130,4
2687,291,7,29552,520,1,11,2017,145,2
1113,92,9,1369,104,3,28,2006,94,6
386,411,7,17608,552,4,48,2014,38,4
2162,163,9,23415,535,1,10,2021,54,6
1583,17,7,15748,634,10,41,2018,72,4
2720,280,10,13070,123,6,1,2021,82,3
211,137,6,25034,501,6,41,2019,58,3
335,88,8,25940,211,1,18,2013,21,2
88,390,8,20707,660,9,23,2021,101,6
912,375,9,23703,271,4,38,2001,131,3
1694,409,1,1914,296,7,32,2016,20,3
1978,331,9,15010,154,1,39,2007,61,3
2381,13,7,29592,602,10,1,2019,4,7
23,223,6,27271,370,7,48,2012,34,3
1677,27,6,20803,274,6,9,2017,56,4
2132,375,8,21176,399,7,46,2011,175,3
1557,185,8,18277,182,1,25,2015,101,3
900,162,1,25116,605,9,17,2016,114,7
1028,18,6,25559,328,8,16,2007,110,7
2658,347,4,24244,533,10,33,2011,24,4
1891,147,8,25694,697,1,18,2003,83,4
1882,266,8,15315,567,4,13,2020,32,6
2883,341,8,10268,538,7,49,2001,64,5
229,373,1,11923,153,3,8,2006,84,7
285,246,9,14007,502,8,37,2019,116,1
739,231,8,24974,350,7,10,2003,137,1
2112,17,7,9155,491,6,49,2014,71,5
1967,56,6,14373,264,6,16,2016,168,5
2728,406,4,1677,539,7,18,2021,88,5
330,443,3,3269,292,4,13,2019,71,3
373,189,3,159,75,3,30,2005,182,4
1571,293,1,956,213,3,7,2020,149,4
1360,294,3,17164,384,3,9,2012,42,4
888,291,7,27896,425,1,38,2008,145,1
947,54,7,9944,641,9,26,2011,26,3
1467,91,10,22871,92,2,28,2007,95,1
2235,405,6,27281,544,7,16,2010,26,5
174,142,10,6501,669,3,4,2008,19,3
229,204,3,28748,458,2,5,2015,138,6
1514,157,8,19438,97,6,33,2013,44,1
1965,126,9,24401,547,1,34,2008,114,5
1461,243,6,25836,648,5,17,2011,45,2
1270,306,2,5969,668,3,48,2017,46,1
325,172,6,2743,556,3,33,2005,154,7
1213,429,10,12857,529,8,50,2016,129,3
1083,118,2,17205,313,10,36,2016,190,3
2757,264,4,28836,131,4,22,2003,20,6
276,52,1,9993,363,7,25,2014,143,4
1733,1,9,61,180,8,48,2018,57,3
759,113,5,22362,97,8,20,2001,30,5
1778,182,10,15902,567,3,15,2009,170,7
2315,31,5,24398,695,6,17,2008,159,7
282,87,4,13822,693,5,37,2008,167,2
1225,392,6,17823,220,3,15,2002,60,4
1983,36,9,24371,171,6,25,2002,184,4
2710,112,2,3131,596,10,5,2000,192,1
1392,304,1,29411,130,7,49,2021,49,3
10,205,2,17107,77,1,10,2010,169,6
2713,264,5,28850,684,1,28,2004,185,6
2181,35,6,15754,524,6,12,2003,186,5
595,198,7,26410,213,6,16,2004,107,6
471,294,4,20495,624,9,14,2007,138,7
91,221,7,14811,355,9,31,2009,138,2
1662,235,1,25095,286,6,18,2017,31,1
2916,111,4,29898,469,8,29,2018,80,2
1929,350,1,5570,281,9,23,2009,152,4
2007,312,8,10294,629,5,47,2008,132,6
1235,78,7,22284,99,2,27,2001,87,5
2246,289,5,12590,455,5,15,2014,146,5
2160,1,9,21898,437,5,41,2008,25,7
906,287,9,14226,318,3,47,2017,128,4
2381,356,7,1653,100,6,5,2017,193,7
1962,226,5,16880,100,6,43,2013,76,5
2031,314,10,12910,279,8,19,2011,89,4
1633,174,9,15286,105,5,6,2020,130,7
146,80,4,6319,469,4,1,2007,137,4
205,62,3,3795,613,6,27,2011,99,2
2149,80,6,18619,389,5,24,2015,9,2
1818,436,8,9270,244,2,18,2000,125,7
2689,165,3,2774,420,4,35,2003,84,3
1746,44,10,7814,611,3,3,2010,15,3
2268,440,1,15691,293,8,35,2000,127,2
1427,93,9,11571,473,2,33,2007,101,3
2529,144,9,26686,430,3,13,2021,119,4
2929,175,5,22497,596,2,50,2018,48,3
1776,175,4,1127,542,6,46,2018,41,7
2467,303,3,12779,451,2,46,2014,186,4
257,421,6,23851,152,6,38,2019,137,2
2826,117,4,12349,493,7,15,2021,60,3
1173,158,6,4842,299,2,1,2003,165,1
654,241,10,9816,343,9,10,2008,23,2
2377,203,1,15589,497,10,1,2020,198,7
1179,441,2,2769,689,1,37,2011,157,6
1438,262,10,17984,560,5,24,2008,96,5
2614,56,7,12575,699,10,20,2002,174,1
1838,195,1,18045,655,2,38,2006,197,3
1888,212,3,2586,672,5,26,2019,160,5
2471,314,3,9765,454,7,33,2004,131,2
977,395,2,10014,553,6,18,2014,87,1
1894,139,9,21134,549,6,36,2019,104,2
1052,264,5,28729,504,4,23,2001,162,2
868,82,2,13,232,8,14,2012,36,7
1463,64,4,11685,283,9,25,2007,145,6
2844,278,6,25971,648,2,44,2019,126,7
1022,4,5,17513,299,8,17,2008,122,4
2460,442,3,6204,141,6,12,2009,65,3
50,132,3,22207,349,9,22,2008,129,6
708,35,9,13088,200,2,45,2020,113,1
2367,78,9,18699,246,7,27,2007,51,2
254,26,2,18458,574,8,26,2003,38,3
1467,321,7,7753,604,2,9,2019,166,2
1244,10,1,23197,570,2,17,2021,144,2
703,162,9,19619,214,4,43,2016,108,1
2835,388,10,15443,526,8,38,2004,117,4
2046,159,6,25452,290,8,17,2021,159,4
1807,37,8,1165,145,5,9,2015,4,3
2593,71,8,264,78,5,32,2012,39,2
524,196,6,17018,368,3,24,2021,71,2
2177,238,3,21698,146,8,41,2008,95,7
1507,176,8,19491,639,2,13,2000,164,2
1162,332,7,14137,505,5,24,2021,110,7
1155,258,7,11638,462,8,24,2015,108,7
2746,337,7,10680,438,9,49,2018,34,6
286,186,7,3248,623,9,30,2009,2,6
2627,194,5,19430,633,2,20,2019,200,7
2318,149,7,876,290,6,49,2000,80,1
1435,396,8,2692,513,5,10,2011,48,6
2761,399,7,24369,558,8,8,2018,27,4
993,231,10,29910,316,6,16,2020,37,1
330,430,3,19372,550,9,27,2020,195,1
1853,398,4,15033,375,5,40,2016,80,4
47,179,7,11523,433,6,21,2016,196,1
2351,97,7,23929,467,2,9,2000,33,5
624,446,7,18238,653,9,18,2008,27,4
61,409,3,15667,442,6,42,2012,34,3
728,343,10,15657,197,2,42,2008,111,3
712,138,6,19729,77,1,21,2012,132,6
1897,165,2,1213,298,7,6,2006,162,1
1084,355,3,25372,199,1,45,2008,159,7
2632,18,6,26400,504,8,20,2002,142,7
2682,153,6,988,492,10,13,2003,10,2
403,136,3,24132,353,2,50,2008,110,6
1233,68,10,23501,260,4,46,2021,75,5
980,355,4,16264,574,7,15,2005,137,4
1010,360,7,18944,349,5,11,2005,174,4
1048,95,2,17900,382,6,47,2000,124,6
193,77,9,13093,608,3,37,2007,134,7
37,82,9,26439,152,8,35,2005,81,6
1246,8,1,22353,640,6,1,2003,170,7
2792,352,8,15190,560,7,23,2009,6,1
1945,376,9,20302,386,1,46,2021,8,7
1732,426,5,11234,417,7,3,2016,20,5
1702,421,4,2688,200,7,32,2017,153,3
1643,319,7,8441,250,7,3,2013,198,3
1387,321,6,1544,304,1,13,2019,75,6
1427,194,5,24853,584,4,17,2011,133,1
2289,57,1,11866,554,5,9,2003,92,2
1736,295,1,17937,459,3,34,2017,168,1
1863,250,10,5720,410,7,26,2004,140,7
2434,210,8,19850,195,8,33,2017,101,1
1991,434,2,26833,367,2,35,2008,189,5
477,300,6,5202,534,3,6,2008,136,7
2803,162,7,11772,646,2,25,2017,53,3
946,65,1,27298,139,8,34,2006,116,7
2368,384,8,24292,80,1,47,2007,29,3
2461,299,9,13689,421,10,14,2002,55,1
408,342,7,18629,388,7,34,2012,58,1
2734,105,9,20430,228,8,46,2002,55,6
225,252,2,13143,227,2,44,2021,124,5
2195,282,9,9300,558,9,49,2013,97,5
371,415,4,21007,497,2,17,2007,53,5
131,281,4,22212,332,4,12,2021,179,6
287,175,6,11320,193,6,39,2002,37,1
810,312,2,10340,496,10,22,2009,15,5
2559,315,1,14811,228,6,1,2012,98,4
2276,71,6,16547,405,8,21,2007,58,2
1054,301,9,2752,444,10,9,2018,151,4
1835,230,6,22896,663,3,8,2009,160,5
94,143,3,2579,401,1,31,2000,153,4
120,212,2,12979,610,1,37,2009,121,3
2132,224,8,26628,195,2,39,2008,16,7
1098,113,1,15719,554,4,31,2003,122,4
1806,312,2,12735,423,2,13,2008,122,1
1734,239,3,18986,468,10,18,2006,185,4
2856,347,5,2426,672,5,29,2005,53,4
2533,25,6,19955,255,1,36,2021,128,3
180,211,9,6644,403,10,33,2006,9,4
1746,224,5,22691,671,9,22,2016,93,1
1583,217,4,25349,298,2,24,2020,165,1
2301,264,7,27528,394,2,19,2008,176,7
1562,375,1,23178,603,5,7,2008,152,3
251,189,6,2423,336,10,7,2008,200,4
1986,103,8,5086,451,7,22,2021,78,2
2938,82,9,16666,621,3,5,2006,33,5
1484,217,5,9760,469,6,10,2020,101,4
642,167,8,21490,321,4,7,2011,182,2
2640,362,10,1277,99,9,24,2009,38,7
676,375,4,20518,123,9,24,2017,85,7
1503,198,6,1193,625,4,7,2003,36,4
1824,416,9,15308,266,1,48,2014,184,7
1159,253,1,10902,642,10,34,2020,30,2
2777,246,3,5745,645,4,17,2001,107,3
147,213,2,8960,624,8,2,2002,141,7
938,7,7,22808,508,9,30,2006,191,6
2433,70,5,8217,584,2,49,2018,132,2
182,326,7,12357,491,1,25,2005,60,5
1012,105,9,8802,207,8,15,2010,12,1
430,447,8,7460,155,4,37,2020,180,3
827,288,5,23315,264,9,21,2019,41,3
1001,74,4,8948,663,6,44,2001,165,6
2406,363,5,19550,470,3,5,2004,64,4
1179,47,6,9745,487,6,22,2013,97,7
1840,438,8,20108,524,5,50,2000,73,6
1036,258,3,1762,286,5,1,2004,116,3
2668,377,10,9473,82,4,22,2013,103,1
2457,146,7,1589,155,5,29,2010,162,5
2940,300,1,2578,77,7,34,2012,153,2
591,33,1,17503,121,5,4,2012,179,1
2060,59,9,6596,662,3,13,2017,155,5
2737,184,2,23288,373,6,40,2016,20,4
316,383,1,21612,257,7,8,2013,32,7
2313,390,6,29333,607,5,19,2009,185,5
1366,423,1,17494,510,4,8,2019,144,1
1499,113,8,9526,378,1,17,2010,117,2
1419,385,4,21544,112,3,6,2017,148,5
767,291,7,28475,135,6,37,2006,194,1
1787,135,8,22136,292,7,40,2014,145,7
1755,110,10,7775,285,3,15,2013,83,3
680,366,8,12945,357,3,39,2004,11,6
2959,127,4,29201,318,4,41,2017,35,4
2612,70,1,20089,555,3,10,2007,152,7
2999,365,7,11935,672,5,39,2015,10,5
2740,174,3,25812,529,1,23,2020,116,5
1979,66,9,5703,532,10,29,2019,84,6
2630,443,10,28178,260,2,50,2008,105,1
1553,359,1,24098,376,5,1,2011,39,1
1509,29,4,25870,163,7,39,2014,79,7
1097,60,7,8872,350,5,43,2012,108,5
1392,307,4,20224,578,9,27,2002,171,5
321,350,1,4309,322,4,41,2010,158,5
2271,165,9,2573,592,7,39,2008,114,2
2032,92,8,12005,198,10,5,2007,45,5
364,432,3,16711,241,5,48,2007,53,5
2803,204,4,176,319,1,30,2009,105,1
1027,7,10,21876,199,4,8,2019,196,3
1483,215,8,27166,581,9,4,2011,119,1
802,443,1,257,87,6,30,2018,106,3
2330,235,10,28012,662,1,43,2003,191,2
2856,18,10,29833,546,3,18,2001,177,4
1650,359,10,6386,301,4,18,2018,186,1
2667,426,6,666,245,7,45,2019,194,3
734,210,6,23554,90,10,45,2015,25,3
2471,33,10,5651,157,9,24,2010,43,5
1617,401,5,11830,209,4,44,2021,131,6
1614,86,10,13843,457,1,34,2012,83,2
1771,287,3,8925,279,1,24,2015,183,4
2599,292,5,16394,534,7,24,2016,121,5
1374,108,5,11809,672,6,39,2005,159,6
1524,330,9,20866,201,2,36,2008,122,4
173,194,3,5284,561,6,43,2017,43,4
118,159,4,13030,332,4,42,2017,94,5
2668,213,5,15014,382,3,38,2011,115,3
2586,224,10,3873,494,9,44,2018,176,5
2016,7,3,24049,642,2,27,2018,11,1
762,198,1,197,83,9,5,2006,148,6
2702,61,4,24702,421,5,38,2014,16,1
1391,124,4,6651,393,9,15,2002,130,5
1255,80,3,7325,119,9,39,2000,116,6
181,380,1,1804,324,9,48,2003,159,5
1564,405,6,23189,355,8,26,2003,130,3
495,418,3,5167,138,1,4,2010,83,2
1127,14,10,1165,667,9,12,2015,83,2
992,103,1,28310,332,10,16,2019,76,3
2296,407,1,12143,92,7,44,2017,159,2
528,437,1,10832,588,4,28,2016,171,6
16,41,6,28951,215,1,45,2001,89,3
1823,264,4,8539,419,2,19,2000,124,6
1141,210,2,29262,550,6,14,2010,101,2
2521,125,7,433,394,2,35,2011,95,6
1184,4,8,13547,629,6,48,2006,190,7
687,355,7,26641,181,9,4,2001,62,3
979,385,6,29358,626,8,1,2005,132,5
